x-Cordinates, y-Cordinates, time left, found_time
38.73672,26.57274,4.332923,00:00:00
40.19518,30.6356,4.674829,00:00:00
43.56484,27.69833,4.917966,00:00:00
45.56723,24.49292,12.91959,00:00:00.4000000
45.55451,25.48676,13.00386,00:00:00.4000000
48.22888,23.93361,13.16976,00:00:00.4000000
46.43165,25.00375,13.16976,00:00:00.4000000
47.35418,25.36295,13.25087,00:00:00.4000000
54.39057,16.86864,13.25087,00:00:00.4000000
49.65005,25.54129,13.43236,00:00:00.4000000
48.05588,26.0559,13.43236,00:00:00.4000000
58.18082,27.433,22.42194,00:00:00.8000000
176.6994,19.87722,25.41779,00:00:01
185.9187,23.03518,26.42325,00:00:01
188.1253,18.56894,26.67074,00:00:01
193.0034,25.94518,27.24919,00:00:01
193.3902,26.85036,27.32756,00:00:01
194.3603,26.31245,27.41405,00:00:01
196.0826,7.658288,27.61103,00:00:01
198.1953,18.46067,27.61103,00:00:01
199.767,18.86746,27.76021,00:00:01
200.1514,6.574262,28.16817,00:00:01
201.3868,29.45664,28.3315,00:00:01
215.5612,147.6003,39.25113,00:00:01.4000000
218.1023,160.8398,39.66908,00:00:01.4000000
220.1808,155.1888,39.74951,00:00:01.4000000
221.3136,163.2786,40.15987,00:00:01.6000000
224.1175,161.3021,40.32862,00:00:01.6000000
223.5212,163.577,40.42284,00:00:01.6000000
231.0175,148.9973,40.91301,00:00:01.6000000
224.3275,169.0005,41.4469,00:00:01.6000000
222.6607,169.8324,41.4469,00:00:01.6000000
252.7045,38.59594,42.00798,00:00:01.6000000
219.4865,176.2335,42.33009,00:00:01.6000000
257.4056,40.17104,42.6637,00:00:01.6000000
220.5788,181.4017,43.17048,00:00:01.6000000
263.8955,39.28578,43.77449,00:00:01.6000000
264.3181,36.81925,43.8269,00:00:01.6000000
264.713,38.68593,43.91908,00:00:01.6000000
259.6825,50.70584,44.00984,00:00:01.6000000
265.3058,42.75483,44.42647,00:00:01.6000000
142.2372,191.9132,44.42647,00:00:01.6000000
184.6351,38.79037,44.66558,00:00:01.6000000
267.1485,38.16872,44.74719,00:00:01.6000000
266.5712,42.47762,44.74719,00:00:01.6000000
267.4484,35.61075,44.9192,00:00:01.8000000
190.724,37.5303,45.01505,00:00:01.8000000
191.744,34.22107,45.01505,00:00:01.8000000
141.0395,198.4647,45.18374,00:00:01.8000000
136.7234,199.6051,45.18374,00:00:01.8000000
193.2044,32.09369,45.41578,00:00:01.8000000
189.5491,45.72095,45.50868,00:00:01.8000000
144.122,203.0523,45.83718,00:00:01.8000000
268.8571,45.20251,45.91645,00:00:01.8000000
220.2245,340.0247,46.00245,00:00:01.8000000
140.4295,205.2694,46.00245,00:00:01.8000000
236.3198,338.2143,46.11822,00:00:01.8000000
140.0507,207.1839,46.33449,00:00:01.8000000
149.0117,205.6109,46.49959,00:00:01.8000000
232.785,344.8601,46.60068,00:00:01.8000000
215.102,344.8686,46.71888,00:00:01.8000000
217.4358,346.8892,46.87172,00:00:01.8000000
223.7003,349.4388,46.99475,00:00:01.8000000
143.7017,213.9409,47.25389,00:00:01.8000000
393.9527,48.9522,49.50367,00:00:01.8000000
402.8091,45.96688,49.66925,00:00:01.8000000
401.9266,53.93803,50.34253,00:00:02
242.9906,168.1944,51.33882,00:00:02
403.5482,62.4162,51.5011,00:00:02
406.2704,66.84332,52.33669,00:00:02
408.5832,70.07047,52.83936,00:00:02
411.7859,71.51574,53.16536,00:00:02
230.8203,353.2853,54.08509,00:00:02
155.4267,201.18,54.51016,00:00:02
243.367,343.6959,55.34053,00:00:02.2000000
272.4232,51.63707,58.92428,00:00:02.2000000
399.9261,71.2177,0.5046616,00:00:02.4000000
390.0002,67.08932,2.168285,00:00:02.4000000
461.6192,419.2396,2.837818,00:00:02.4000000
464.2695,418.749,3.031857,00:00:02.4000000
467.684,415.0141,3.105305,00:00:02.4000000
466.1132,419.1562,3.249649,00:00:02.4000000
469.6148,412.9549,3.249649,00:00:02.4000000
472.8662,406.2021,3.416359,00:00:02.4000000
493.245,406.4839,5.50441,00:00:02.6000000
144.4893,86.4895,24.15747,00:00:03.2000000
135.6513,90.86268,24.75955,00:00:03.2000000
138.8493,74.25443,25.75928,00:00:03.4000000
134.8058,78.10632,25.82595,00:00:03.4000000
141.0852,68.48399,26.24439,00:00:03.4000000
134.3268,72.53355,26.44204,00:00:03.4000000
136.8409,60.55174,27.26358,00:00:03.4000000
451.918,430.8098,29.91847,00:00:03.4000000
459.6871,425.3683,30.08769,00:00:03.6000000
460.132,426.2463,30.27107,00:00:03.6000000
467.8294,444.2588,32.16965,00:00:03.6000000
119.3264,65.30022,51.99989,00:00:04.4000000
135.568,93.30759,54.50488,00:00:04.4000000
127.1288,95.20024,54.61539,00:00:04.4000000
56.46298,12.60528,31.00079,00:00:06
