x-Cordinates, y-Cordinates, time left, found_time
38.73672,26.57274,4.330173,00:00:00
40.19518,30.6356,4.587749,00:00:00
43.56484,27.69833,4.913541,00:00:00
46.06284,24.16466,25.0744,00:00:01
47.02621,24.39143,25.16073,00:00:01
46.26817,25.14273,25.24159,00:00:01
47.25932,25.35479,25.34437,00:00:01
46.45605,26.31965,25.50952,00:00:01
47.34573,26.76188,25.50952,00:00:01
54.8581,16.85337,25.50952,00:00:01
49.69763,26.10712,25.60293,00:00:01
58.25605,27.31961,26.50236,00:00:01
172.445,24.46097,37.33194,00:00:01.4000000
183.899,22.93974,38.42126,00:00:01.4000000
191.1199,20.59264,39.07715,00:00:01.4000000
191.4788,28.30248,39.41334,00:00:01.4000000
195.7273,24.88328,39.68718,00:00:01.4000000
196.5914,24.39004,39.68718,00:00:01.4000000
195.8908,8.165839,39.82226,00:00:01.4000000
199.7155,16.4473,39.91445,00:00:01.4000000
193.9116,32.16348,39.91445,00:00:01.4000000
200.4689,19.64025,40.0004,00:00:01.6000000
204.4071,10.86077,40.51345,00:00:01.6000000
237.3941,335.4491,45.82565,00:00:01.8000000
232.5699,345.3024,46.83242,00:00:01.8000000
242.8434,343.5377,47.08611,00:00:01.8000000
231.0541,349.7768,47.7939,00:00:01.8000000
222.7122,340.9323,48.08202,00:00:01.8000000
223.3467,349.6772,48.16648,00:00:01.8000000
217.4032,346.9797,48.74926,00:00:01.8000000
216.4334,346.2785,48.90462,00:00:01.8000000
215.0357,182.8987,56.99511,00:00:02.2000000
222.757,179.8189,58.08108,00:00:02.2000000
218.9436,175.7347,58.49347,00:00:02.2000000
223.5925,168.8971,59.49686,00:00:02.2000000
392.3445,66.38372,1.006424,00:00:02.4000000
248.0023,164.8565,1.165916,00:00:02.4000000
399.5139,66.116,1.585567,00:00:02.4000000
401.6021,65.13018,1.831959,00:00:02.4000000
399.2403,72.25365,2.026554,00:00:02.4000000
406.1763,68.73002,2.492908,00:00:02.4000000
459.4571,416.6643,2.608555,00:00:02.4000000
410.153,71.06826,2.909485,00:00:02.4000000
463.9213,419.6771,3.334492,00:00:02.4000000
466.4674,414.6155,3.334492,00:00:02.4000000
467.4403,414.495,3.511997,00:00:02.4000000
462.5094,427.169,3.65686,00:00:02.4000000
418.4932,67.06066,3.65686,00:00:02.4000000
455.2539,432.5439,3.923042,00:00:02.4000000
452.0726,434.9841,4.08596,00:00:02.4000000
478.2151,434.2297,5.496948,00:00:02.6000000
490.0674,411.7429,13.07697,00:00:02.8000000
217.0501,164.4955,14.99662,00:00:03
473.98,409.2925,15.59373,00:00:03
216.5196,160.6054,15.66347,00:00:03
470.0015,408.7738,16.25524,00:00:03
217.0506,155.8822,16.42513,00:00:03
393.7257,49.44138,18.00073,00:00:03
205.5319,139.2084,18.00073,00:00:03
401.6736,46.00558,18.82195,00:00:03
147.6165,209.9799,50.16518,00:00:04.4000000
135.4202,213.9837,50.50449,00:00:04.4000000
148.411,205.9584,50.83021,00:00:04.4000000
145.0965,204.447,50.99216,00:00:04.4000000
145.9009,201.7367,51.33532,00:00:04.4000000
138.184,199.591,51.92121,00:00:04.4000000
158.8021,196.6217,53.00706,00:00:04.4000000
232.0655,142.7942,4.076454,00:00:04.8000000
233.4279,152.2723,5.582481,00:00:05
132.5202,186.7145,17.77731,00:00:05.4000000
145.5743,178.2098,19.66478,00:00:05.4000000
226.1688,166.1204,22.41507,00:00:05.6000000
136.113,94.1731,42.41232,00:00:06.4000000
135.5656,90.11356,42.67453,00:00:06.4000000
149.2655,95.0214,43.69139,00:00:06.4000000
140.3121,80.48683,43.82082,00:00:06.4000000
137.9938,78.56715,43.92265,00:00:06.4000000
139.6019,75.87292,44.16821,00:00:06.4000000
134.9216,71.23367,44.5721,00:00:06.4000000
139.484,69.53012,44.90457,00:00:06.4000000
142.0726,67.43427,45.20085,00:00:06.6000000
139.114,62.35832,45.66554,00:00:06.6000000
266.9807,36.53849,5.415726,00:00:07.4000000
267.0209,41.59106,5.497574,00:00:07.4000000
270.0453,44.78362,5.581223,00:00:07.4000000
264.3593,36.93584,5.670013,00:00:07.4000000
264.379,40.23735,5.775375,00:00:07.4000000
263.876,37.80424,5.775375,00:00:07.4000000
262.4319,36.29498,5.99025,00:00:07.4000000
267.3676,53.58561,6.679031,00:00:07.4000000
256.4594,40.42075,7.08255,00:00:07.4000000
261.495,27.58726,7.998688,00:00:07.4000000
194.1515,50.17979,7.998688,00:00:07.4000000
258.2786,55.46515,9.16095,00:00:07.4000000
192.3937,37.40344,10.02078,00:00:07.6000000
185.4404,26.18027,15.32559,00:00:07.8000000
190.6039,40.79771,16.82561,00:00:07.8000000
246.5453,41.72596,20.00249,00:00:08
183.4214,25.89541,36.67302,00:00:08.6000000
61.80109,40.78436,42.58449,00:00:08.8000000
