x-Cordinates, y-Cordinates, time left, found_time
176.7234,189.3681,26.55316,00:00:02.6730701
180.199,195.3407,27.37884,00:00:02.7421353
47.23285,30.05832,46.21524,00:00:04.6272273
392.785,404.7329,57.19855,00:00:05.7281899
401.9967,413.397,58.34917,00:00:05.8437421
401.4774,419.0916,59.00191,00:00:05.9077987
449.5757,463.2139,5.353142,00:00:06.5417075
450.8406,466.0292,5.785927,00:00:06.5847476
595.1782,587.1451,24.20787,00:00:08.4297968
598.9167,588.9766,24.82272,00:00:08.4950343
602.5037,597.7864,25.37328,00:00:08.5450801
200.3433,164.9803,11.52187,00:00:13.1651960
207.3144,165.2681,11.90533,00:00:13.2022279
223.0291,161.0345,13.19846,00:00:13.3313461
42.57185,26.14499,39.3893,00:00:15.9490230
524.7171,311.9639,47.91124,00:00:16.8110993
1015.433,996.0264,58.8042,00:00:17.8915938
543.1199,632.1871,6.516449,00:00:18.6680820
619.3199,777.4946,23.08513,00:00:20.3237654
620.8053,787.5397,24.18845,00:00:20.4309106
618.4462,789.3768,24.31499,00:00:20.4499288
940.6555,723.095,30.6001,00:00:21.0844066
-4.333025,312.1444,50.13539,00:00:23.0286188
-0.3494845,315.0363,50.60765,00:00:23.0736608
1627.477,1629.77,50.91418,00:00:23.1066895
1680.932,1691.58,59.13498,00:00:23.9501888
1306.733,919.2444,12.21124,00:00:25.2341060
1016.236,986.7032,15.10947,00:00:25.5253744
1023.505,987.3549,15.88603,00:00:25.6037637
514.5648,943.293,15.88603,00:00:25.6047642
1197.527,1222.629,16.69943,00:00:25.6838378
499.8556,953.5434,16.69943,00:00:25.6848383
800.0717,1062.366,21.83801,00:00:26.2075964
1827.069,1959.005,33.33224,00:00:27.3463917
1830.439,1966.255,34.11166,00:00:27.4254424
1834.096,1980.495,35.61435,00:00:27.5745040
1840.393,1937.282,36.30231,00:00:27.6471721
1328.695,1181.269,37.08768,00:00:27.7227506
881.6166,1276.515,45.35345,00:00:28.5570929
895.4106,1271.853,45.35345,00:00:28.5586142
1956.289,1663.865,45.57083,00:00:28.5856385
887.1436,1287.175,46.43738,00:00:28.6727512
929.5853,806.0729,46.94516,00:00:28.7132954
1999.675,1691.912,49.70654,00:00:28.9899563
1999.228,1690.695,49.70654,00:00:28.9909559
1154.657,881.5375,50.3273,00:00:29.0507801
1166.632,876.4294,50.3273,00:00:29.0517809
1168.469,876.9976,50.51205,00:00:29.0763079
2022.059,1712.532,52.53021,00:00:29.2733308
1667.761,1083.152,52.73672,00:00:29.2931408
284.6117,942.4688,0.9305115,00:00:30.1081108
2144.354,2138.077,3.257324,00:00:30.3451111
1036.217,1706.999,6.806702,00:00:30.7042866
1669.129,2029.851,7.698639,00:00:30.7993741
1589.97,1955.468,9.015778,00:00:30.9211005
1758.439,2071.781,12.30228,00:00:31.2462113
1784.7,2066.701,12.66934,00:00:31.2831745
1780.349,2080.784,13.50537,00:00:31.3719195
877.2607,1279.538,13.50537,00:00:31.3729203
1776.982,2088.436,14.06299,00:00:31.4244738
1776.259,2090.31,14.24719,00:00:31.4454927
1031.132,1548.013,16.5264,00:00:31.6672324
1031.34,666.2952,17.01013,00:00:31.7152763
1044.583,1549.901,17.88055,00:00:31.8031903
1044.449,657.9249,17.88055,00:00:31.8041917
