x-Cordinates, y-Cordinates, time left, found_time
226.4392,422.809,53.29441,00:00:05.3326760
232.7769,434.2633,54.29407,00:00:05.4337676
521.1451,29.14239,4.26165,00:00:06.4286714
524.0202,29.3638,4.465431,00:00:06.4496896
531.0426,19.12007,4.903221,00:00:06.4937300
541.4019,22.13931,6.099373,00:00:06.6158407
540.007,30.18822,6.285889,00:00:06.6348579
346.2565,135.1879,13.47727,00:00:07.3515089
349.8603,125.1074,13.68532,00:00:07.3715271
359.1402,134.2008,14.66807,00:00:07.4696172
509.7657,52.00736,20.67711,00:00:08.0711629
249.7951,422.5899,22.90234,00:00:08.2973685
244.9281,426.7165,23.09366,00:00:08.3163854
258.7195,419.4512,23.09366,00:00:08.3173865
542.4313,43.43513,23.28856,00:00:08.3354023
237.8222,426.8412,23.28856,00:00:08.3354023
256.3386,427.9182,23.64158,00:00:08.3704336
247.6584,432.8015,23.8378,00:00:08.3904516
548.2074,54.25346,24.09216,00:00:08.4164765
536.4605,65.30545,24.09216,00:00:08.4164765
252.1869,434.9388,24.09216,00:00:08.4174776
374.2715,160.6848,24.46505,00:00:08.4525086
663.4529,427.5137,36.88158,00:00:09.6918287
319.2073,903.5393,38.69446,00:00:09.8725371
687.657,434.0191,39.64369,00:00:09.9686241
694.5397,437.79,40.27848,00:00:10.0346847
897.2976,48.47416,42.27517,00:00:10.2348672
418.0877,875.3338,42.89562,00:00:10.2939207
-0.2228405,942.297,43.0433,00:00:10.3089343
904.5547,48.23267,43.26991,00:00:10.3319544
-5.747684,953.9812,44.25569,00:00:10.4290440
909.8102,59.43145,44.25569,00:00:10.4300433
915.9576,61.34869,45.05097,00:00:10.5091168
916.6395,58.77166,45.05097,00:00:10.5091168
440.0983,885.5932,45.30489,00:00:10.5341385
923.7583,57.61356,45.68069,00:00:10.5731749
923.688,61.73664,45.88746,00:00:10.5931932
925.0084,61.84403,46.07697,00:00:10.6122091
932.4912,52.89013,46.69903,00:00:10.6732651
357.2737,170.5923,47.63919,00:00:10.7703544
755.9133,483.0476,47.87116,00:00:10.7913713
350.121,163.4149,47.87116,00:00:10.7923737
756.9002,483.3126,48.07339,00:00:10.8113908
940.0092,73.97353,49.04765,00:00:10.9094791
927.3271,78.40946,49.49284,00:00:10.9525193
937.3016,77.62885,49.49284,00:00:10.9535207
922.1439,80.44107,50.27907,00:00:11.0315913
2.191168,1004.274,50.4574,00:00:11.0496059
315.2258,913.3291,51.25382,00:00:11.1296802
318.4622,934.4268,53.45858,00:00:11.3488793
324.7776,941.409,54.49721,00:00:11.4529736
331.4973,940.8284,55.07742,00:00:11.5110266
332.443,942.7571,58.43044,00:00:11.8493330
331.4684,935.6451,59.86863,00:00:11.9934645
335.6477,931.6011,0.8504333,00:00:12.0925542
329.554,922.2908,1.455368,00:00:12.1516070
330.9684,923.4837,1.455368,00:00:12.1516070
335.8687,928.6273,1.455368,00:00:12.1526082
328.6144,916.9898,2.454346,00:00:12.2496968
329.2932,916.2908,2.659294,00:00:12.2697142
323.0164,911.1186,3.272705,00:00:12.3328173
340.1795,916.3976,3.493073,00:00:12.3547932
447.2968,859.9534,12.67722,00:00:13.2716273
676.7397,454.3076,19.64784,00:00:13.9686033
755.9946,483.4545,23.90005,00:00:14.3939886
753.7815,499.1215,24.68427,00:00:14.4730606
16.03101,912.9004,32.86597,00:00:15.2898147
1.873885,932.8829,36.23734,00:00:15.6301231
10.92517,935.6276,37.69659,00:00:15.7732535
6.809681,952.458,39.0751,00:00:15.9123794
9.377151,955.52,39.48926,00:00:15.9534183
17.55034,925.7534,41.29156,00:00:16.1335817
22.44238,935.3924,41.29156,00:00:16.1345825
24.93597,926.1085,42.28757,00:00:16.2326719
22.08222,917.0349,42.67639,00:00:16.2717071
814.8126,514.5889,42.67639,00:00:16.2727079
252.2695,427.7866,43.85139,00:00:16.3888123
270.0675,415.8752,45.23933,00:00:16.5289408
269.8933,409.6081,45.23933,00:00:16.5299413
269.5775,413.9186,45.23933,00:00:16.5299413
277.3052,411.2169,46.06682,00:00:16.6110144
282.8835,413.0562,46.45769,00:00:16.6500507
283.5385,425.3217,46.89369,00:00:16.6930903
289.2524,418.497,47.24651,00:00:16.7291227
291.2635,425.7963,48.2823,00:00:16.8322154
415.8711,885.0148,54.89256,00:00:17.4958175
266.8112,389.5054,57.48659,00:00:17.7540526
507.5668,55.90842,25.3013,00:00:20.5338437
502.7829,60.33511,26.0611,00:00:20.6098202
903.1298,29.89598,33.85272,00:00:21.3895285
907.2228,37.9726,34.84547,00:00:21.4896187
12.44692,973.097,39.49301,00:00:21.9530406
20.44595,956.8223,41.28577,00:00:22.1332049
21.01323,954.3323,41.48158,00:00:22.1522217
699.5621,430.302,16.85663,00:00:25.6894361
918.2047,97.75023,49.04868,00:00:40.9135730
430.211,848.4904,30.08386,00:00:45.0125338
