x-Cordinates, y-Cordinates, time left, found_time
561.3908,25.77091,59.95243,00:00:05.9991567
559.7231,3.586648,0.1238823,00:00:06.0161740
246.1282,362.6256,20.73136,00:00:08.0786333
473.4302,456.8904,25.92919,00:00:08.5961180
479.7953,461.1886,26.72827,00:00:08.6761930
473.8736,420.7285,31.9197,00:00:09.1956790
479.4361,437.4605,33.69086,00:00:09.3758494
489.5704,554.0198,38.34124,00:00:09.8402825
199.4348,440.5406,46.52774,00:00:16.6570078
203.9512,429.8398,46.93689,00:00:16.6970446
211.1557,441.8445,47.73805,00:00:16.7781219
233.9117,468.7561,51.10027,00:00:17.1174394
247.1678,469.697,52.13742,00:00:17.2205355
497.6424,469.3364,54.12599,00:00:17.4197211
556.3493,92.0928,55.31078,00:00:17.5358299
515.1396,434.4887,57.72282,00:00:17.7768049
518.8264,425.7666,58.5186,00:00:17.8558793
550.1421,410.019,2.3255,00:00:18.2372361
241.4982,420.6135,19.94427,00:00:19.9986962
249.6882,408.8616,20.15134,00:00:20.0187147
239.5644,407.3093,20.71469,00:00:20.0757684
1948.531,861.2286,36.55232,00:00:21.6602525
1351.782,1551.749,48.70694,00:00:22.8764168
2153.686,422.5788,57.74533,00:00:23.7801122
2335.887,125.9564,3.946091,00:00:24.4001715
2329.839,112.8845,4.548828,00:00:24.4592284
2316.802,407.8787,5.339401,00:00:24.5393037
2320.253,410.1997,5.753281,00:00:24.5803419
2325.031,402.7615,6.312912,00:00:24.6363948
2337.226,411.7734,7.349396,00:00:24.7394923
2338.173,416.2531,7.5168,00:00:24.7565065
2356.842,135.556,9.328537,00:00:24.9376765
2375.364,1054.516,23.93256,00:00:26.3980422
2179.307,450.3358,24.12796,00:00:26.4180601
2188.441,434.5312,25.86209,00:00:26.5972278
2422.396,1052.632,28.82379,00:00:26.8985102
2430.578,1061.195,29.90253,00:00:26.9966030
2440.262,1055.224,30.7363,00:00:27.0786800
2479.147,1049.84,34.94849,00:00:27.4988998
2528.791,1055.675,39.71942,00:00:27.9772076
2385.226,127.8378,46.35715,00:00:28.6418305
2201.771,448.6941,57.13159,00:00:29.7178381
2330.627,147.8382,58.53964,00:00:29.8669759
504.6132,88.70444,16.33749,00:00:31.6416363
509.114,74.4976,17.69684,00:00:31.7777644
528.9468,-0.9372463,25.72443,00:00:32.5769870
2413.835,1102.589,46.51437,00:00:34.6558624
2243.974,382.0602,1.159027,00:00:36.1212337
2353.425,167.9314,6.744751,00:00:36.6827603
325.1884,416.6691,23.28275,00:00:38.3363385
305.9046,397.1462,26.51004,00:00:38.6566350
522.7031,499.4703,28.92947,00:00:38.8978593
1219.007,1453.77,29.1539,00:00:38.9218824
1218.125,1508.902,34.55435,00:00:39.4603868
512.9572,394.9442,40.93253,00:00:40.0989846
516.2167,395.637,41.12784,00:00:40.1190441
2324.565,324.1311,36.34348,00:00:45.6392060
2332.433,424.5609,46.69864,00:00:46.6771769
251.3438,443.2924,48.72571,00:00:46.8783658
2351.64,997.5333,52.73318,00:00:47.2786318
1902.312,897.8484,53.32712,00:00:47.3386877
2364.123,1014.547,54.92532,00:00:47.4977412
2421.085,1049.288,1.727234,00:00:48.1818089
2443.168,1105.03,7.518951,00:00:48.7573483
572.4723,462.4687,13.55194,00:00:49.3609136
566.1591,471.617,13.55194,00:00:49.3609136
1238.049,1476.721,16.08652,00:00:49.6341690
1918.327,856.5071,42.13611,00:00:52.2195894
1918.583,861.9474,42.55139,00:00:52.2616288
1932.01,882.7805,44.90283,00:00:52.4968484
299.5137,411.9,58.94373,00:00:53.9001610
297.5829,419.0162,59.49908,00:00:53.9572144
311.3517,428.9861,1.116821,00:00:54.1183662
310.7741,443.2091,2.326904,00:00:54.2384776
2405.401,350.8059,6.551575,00:00:54.6638751
2414.743,1027.378,9.147156,00:01:00.9210123
1225.603,1511.059,20.5163,00:01:02.0570736
258.3422,406.7153,30.75397,00:01:03.0840341
240.9719,387.973,31.70819,00:01:03.1811252
2299.679,458.7771,52.73108,00:01:05.2808203
561.2499,-9.916553,6.916809,00:01:06.6978207
2287.334,368.105,44.10846,00:01:10.4176574
2385.004,1125.211,38.92554,00:01:15.8983268
2518.087,1091.975,25.15985,00:01:20.5227295
2331.765,475.042,35.52887,00:01:39.5597834
2329.575,400.8119,42.92773,00:01:40.2994576
494.9716,1.633474,37.13782,00:01:45.7201846
516.9565,67.64288,44.10999,00:01:46.4210093
2368.121,448.7242,24.52222,00:02:15.1772706
2337.422,492.3356,29.10229,00:02:15.6360360
2339.766,502.3592,29.94019,00:02:15.7189196
306.4745,433.9599,32.30127,00:02:27.9562750
524.8182,-7.35237,57.53955,00:02:48.4786668
559.519,427.2478,27.75684,00:02:57.5038148
