x-Cordinates, y-Cordinates, time left, found_time
920.0405,108.7419,46.36803,00:00:10.6453187
918.4266,117.0113,47.00085,00:00:10.7073797
900.3583,7.12878,2.198303,00:00:12.2269056
930.1301,25.50519,4.969582,00:00:12.5022656
902.3527,58.4874,7.409302,00:00:12.7465941
975.9143,957.9335,17.11736,00:00:13.7301215
928.8075,98.64389,27.01157,00:00:14.7072713
909.2057,28.24563,43.57968,00:00:16.3656214
985.1066,921.0224,43.78394,00:00:16.3859090
992.7078,939.9911,45.8224,00:00:16.5901099
254.9839,1385.208,45.91873,00:00:16.6011186
262.1061,1397.38,47.93205,00:00:16.8114150
1019.455,943.619,48.35942,00:00:16.8514544
1366.495,188.2987,54.53404,00:00:17.4645409
1010.442,991.5533,1.77919,00:00:18.1862442
1380.717,868.9991,3.627167,00:00:18.3714240
1409.656,876.686,6.218857,00:00:18.6298872
1444.22,891.7043,10.40462,00:00:19.0492982
1735.755,467.7949,16.75404,00:00:19.7002480
290.6322,1864.667,17.77992,00:00:19.7983437
1751.338,477.9293,18.48528,00:00:19.8654085
321.8966,1888.998,21.41321,00:00:20.1516860
335.2574,1909.354,24.70166,00:00:20.4820081
336.7404,1917.064,25.33006,00:00:20.5440685
350.4326,1901.36,26.30772,00:00:20.6411628
245.5829,1409.145,27.93517,00:00:20.8053218
248.2724,1421.026,29.60283,00:00:20.9694820
251.6326,1424.671,30.22206,00:00:21.0315412
242.5861,1462.598,33.97241,00:00:21.4059057
1382.759,164.3244,34.42188,00:00:21.4509642
245.2684,1467.458,34.52591,00:00:21.4640319
1654.663,1425.083,41.2928,00:00:22.1519456
239.917,1351.562,2.820175,00:00:24.2919132
1504.919,1062.395,12.72418,00:00:25.2839716
931.8503,59.72092,13.31813,00:00:25.3430288
930.5781,60.01757,13.57263,00:00:25.3670521
924.4495,64.43896,14.39001,00:00:25.4481303
917.5347,89.05566,16.6275,00:00:25.6713474
362.0034,1878.839,18.99805,00:00:25.9175873
1518.407,1059.948,19.19025,00:00:25.9366053
1352.258,98.81188,20.15359,00:00:26.0332291
1356.057,113.7434,21.60284,00:00:26.1733654
1357.532,113.8639,21.74561,00:00:26.1903817
1549.834,1044.636,22.2016,00:00:26.2324226
1569.528,1040.521,24.12268,00:00:26.4256165
1367.043,214.4883,24.42398,00:00:26.4516434
895.179,-11.11098,30.46564,00:00:27.0647360
1524.474,1041.358,38.57251,00:00:27.8665229
1534.272,1080.385,41.82156,00:00:28.1923112
1056.011,958.1387,43.97614,00:00:28.4162768
305.6679,1914.322,44.7699,00:00:28.4992962
1766.736,492.9449,44.99945,00:00:28.5323289
277.9153,1405.759,49.92703,00:00:29.0053164
277.7062,1407.671,49.92703,00:00:29.0063182
1699.483,1404.452,50.50406,00:00:29.0643745
287.6079,1944.59,54.52649,00:00:29.4647966
1703.184,1448.623,54.9296,00:00:29.5068381
1010.318,887.5313,59.12192,00:00:29.9270306
1010.373,885.6686,59.12192,00:00:29.9280282
1514.144,1001.622,59.27704,00:00:29.9460442
1013.806,893.911,59.742,00:00:29.9882028
1520.971,1020.687,0.3094177,00:00:30.0432553
352.9603,1890.332,2.318604,00:00:30.2424506
1033.043,914.2719,3.182037,00:00:30.3285337
1026.876,925.3036,3.810364,00:00:30.3905926
1069.177,954.2582,8.786133,00:00:30.8893903
291.3014,1421.335,15.04929,00:00:31.5238900
1735.816,501.7343,15.24762,00:00:31.5509171
290.1693,1425.35,15.51392,00:00:31.5809454
298.782,1430.196,16.40649,00:00:31.6610230
302.4648,1432.451,16.82138,00:00:31.6990589
1694.035,1508.227,35.09735,00:00:33.5232141
1548.152,1021.489,35.09735,00:00:33.5232141
1546.157,1025.333,35.37717,00:00:33.5491199
1467.481,853.6772,35.49759,00:00:33.5631339
1540.321,1023.928,36.01456,00:00:33.6111815
1688.616,1435.777,42.15948,00:00:34.2263939
297.0992,1913.312,46.61139,00:00:34.6828377
331.6757,1935.79,50.81223,00:00:35.0925459
360.7729,1962.895,55.22745,00:00:35.5334815
197.8589,1401.745,7.618042,00:00:36.7731855
1821.994,556.0098,30.29282,00:00:39.0425370
242.2989,1433.44,59.93655,00:00:42.0063923
250.8277,1445.123,1.323822,00:00:42.1453371
1002.094,967.5999,21.22552,00:00:44.1337977
918.8214,73.40912,34.01364,00:00:45.4128745
937.5739,55.54543,36.50983,00:00:45.6641582
941.2408,51.5023,37.52679,00:00:45.7659914
942.0601,32.76458,46.18857,00:00:46.6371659
351.2433,1973.239,7.114716,00:00:48.7239614
344.2132,1969.279,8.015442,00:00:48.8130505
348.0419,1963.989,8.130585,00:00:48.8280651
222.7699,1438.954,14.91672,00:00:49.5073426
218.8503,1462.887,11.73657,00:00:55.1887390
1424.72,897.7181,24.00208,00:00:56.4124703
995.5224,957.1059,37.00928,00:00:57.7250147
1011.036,1076.983,22.39966,00:01:02.2533659
