x-Cordinates, y-Cordinates, time left, found_time
20.33745,269.5366,33.85797,00:00:04.0768142
371.7433,466.987,41.65195,00:00:04.8572162
376.571,469.3375,42.08481,00:00:04.9002581
447.0369,464.2744,49.48527,00:00:05.6413877
454.8183,468.8987,50.02791,00:00:05.6964397
10.46563,276.832,27.85976,00:00:09.4797053
10.52529,259.669,31.48274,00:00:09.8424750
1111.374,1056.355,1.654716,00:00:12.8615263
1658.767,1107.077,22.4745,00:00:14.9430268
1608.424,325.058,33.8707,00:00:16.0831642
1616.349,315.6096,34.36221,00:00:16.1380123
72.04996,632.9239,37.01976,00:00:16.3992490
57.264,640.2025,37.44278,00:00:16.4403637
1566.34,1304.997,40.27141,00:00:16.7293518
1625.629,1641.061,41.7177,00:00:16.8765045
404.3282,1152.804,53.57678,00:00:18.0559986
424.0213,1131.347,0.6868439,00:00:18.7669825
431.1936,1139.197,1.431229,00:00:18.8430530
102.1367,1035.794,9.06308,00:00:19.6037821
100.0639,1073.352,11.82335,00:00:19.8790335
1258.856,1602.718,12.05676,00:00:19.9030551
1602.14,2442.968,19.62466,00:00:20.6593147
1860.065,1966.92,20.62752,00:00:20.7604056
584.4487,2436.643,22.28763,00:00:20.9265581
763.8504,2381.172,22.39603,00:00:20.9395699
1592.304,2476.472,28.76105,00:00:21.5817931
567.3595,2457.331,28.94936,00:00:21.6028120
560.6816,2451.683,30.13919,00:00:21.7209203
1157.88,1965.32,30.5717,00:00:21.7629584
2519.534,1176.017,33.96596,00:00:22.0970509
1378.739,1846.756,35.37723,00:00:22.2383204
1378.695,1870.477,38.56183,00:00:22.5566035
1379.543,1883.287,40.04852,00:00:22.7028530
2013.467,1494.415,41.20909,00:00:22.8218516
2359.973,139.7661,43.03142,00:00:23.0028943
1524.591,1960.045,44.26602,00:00:23.1280078
715.1057,2349.464,45.34688,00:00:23.2451328
1500.341,1967.071,46.76282,00:00:23.3816440
2303.67,1413.63,46.95074,00:00:23.4096688
2199.737,698.8637,49.06255,00:00:23.6108531
1043.262,650.5806,52.87566,00:00:23.9852393
2368.757,149.8707,53.12366,00:00:24.0172689
1495.847,1988.888,57.32056,00:00:24.4419644
726.9405,2382.966,1.433975,00:00:24.8484164
1583.472,2478.415,3.682785,00:00:25.0776253
741.7343,2104.109,5.044022,00:00:25.2057426
2317.899,1393.758,5.179535,00:00:25.2207566
1004.16,1988.488,6.989014,00:00:25.4001540
1020.835,1982.547,7.124908,00:00:25.4171694
2181.435,784.0673,8.031967,00:00:25.5032481
780.446,2097.438,8.031967,00:00:25.5032481
815.6939,2050.553,11.97633,00:00:25.8976141
1297.577,1600.365,14.26849,00:00:26.1248207
2500.534,1191.4,14.37489,00:00:26.1398350
1536.111,1301.171,15.80536,00:00:26.2829691
2201.639,801.4351,16.47672,00:00:26.3460270
829.0359,2017.384,18.24927,00:00:26.5362002
2114.117,671.7112,18.93713,00:00:26.6042625
2014.601,780.4662,20.96146,00:00:26.8044447
2024.866,782.8781,21.93417,00:00:26.9005319
1856.955,1947.606,25.63312,00:00:27.2609587
1551.101,1320.167,27.07004,00:00:27.4056246
245.5374,1952.356,27.46829,00:00:27.4456620
2439.099,92.22668,30.40079,00:00:27.7399602
1480.2,829.9992,31.81268,00:00:27.8820905
1174.352,2015.397,36.13565,00:00:28.3216054
1668.927,1090.746,38.39853,00:00:28.5428069
1667.048,1089.386,38.39853,00:00:28.5428069
1656.813,1087.765,38.39853,00:00:28.5438077
290.1004,1984.247,38.55194,00:00:28.5588208
1884.602,146.2441,42.43735,00:00:28.9419730
1946.673,96.19453,44.4809,00:00:29.1469368
242.5433,1997.554,52.43915,00:00:29.9496919
1624.11,89.63553,53.02335,00:00:30.0087465
1628.961,89.17509,53.4884,00:00:30.0557899
2286.476,221.7221,54.97464,00:00:30.1999209
2103.142,694.08,55.88211,00:00:30.2891493
1626.917,69.60966,56.01675,00:00:30.3081671
1621.976,68.10606,56.36987,00:00:30.3391945
1595.329,109.1267,58.07773,00:00:30.5073486
1651.053,1079.213,0.6543579,00:00:30.7640216
1619.823,67.84008,1.873413,00:00:30.8861326
557.7946,1434.827,2.783386,00:00:30.9802184
557.7974,1422.168,2.929138,00:00:30.9972352
557.3929,1437.271,2.929138,00:00:30.9972352
2099.754,713.1742,3.949188,00:00:31.0983394
1197.933,2018.628,7.177734,00:00:31.4266261
591.6028,1257.382,12.04681,00:00:31.9040620
1004.574,1365.021,2.973633,00:00:36.9995992
687.7332,861.2027,17.56424,00:00:38.4581672
384.9462,507.7383,48.16245,00:00:41.5172637
1051.721,660.5538,10.72745,00:00:43.7772740
1018.606,695.6259,37.84006,00:00:46.4825481
534.9581,31.96016,19.66043,00:00:50.6663448
311.0482,773.5426,29.57193,00:00:51.6590292
654.3489,789.5581,43.44281,00:00:53.0435807
606.9526,812.3931,13.25049,00:00:56.0233473
614.4211,800.6619,13.76868,00:00:56.0773958
