x-Cordinates, y-Cordinates, time left, found_time
446.8669,464.6481,34.40781,00:00:04.4854837
453.2656,464.2069,34.74211,00:00:04.5065026
371.7229,466.9315,38.38033,00:00:04.8666277
373.8297,480.3165,38.56787,00:00:04.8846474
18.86661,267.3329,23.1184,00:00:09.3451891
1479.876,808.1388,34.34281,00:00:10.4644407
563.082,1421.671,38.17917,00:00:10.8487907
549.7432,1426.213,38.17917,00:00:10.8487907
556.2413,1436.321,38.92637,00:00:10.9228587
1115.339,1052.143,40.5494,00:00:11.0885155
695.6345,851.2983,43.32986,00:00:11.3627577
1652.044,1087.491,50.1514,00:00:12.0456390
1663.563,1089.593,50.75185,00:00:12.1095148
1666.68,1088.881,50.86565,00:00:12.1288110
1672.005,1090.367,51.18499,00:00:12.1498314
1377.808,1844.151,53.9335,00:00:12.4261981
376.5807,467.4559,54.71655,00:00:12.5042687
1377.666,1867.64,55.76198,00:00:12.6073616
1381.797,1878.836,56.12156,00:00:12.6433939
11.01052,258.3262,4.763359,00:00:13.5079371
1530.754,1313.356,12.76001,00:00:14.3079198
1542.1,1321.476,13.38805,00:00:14.3709798
746.1755,2108.306,30.71043,00:00:16.1107494
1602.146,2443.901,31.83473,00:00:16.2248532
1592.226,2476.9,35.54625,00:00:16.5875040
1590.369,2496.661,38.13028,00:00:16.8477465
424.5892,1133.074,39.75435,00:00:17.0108951
424.8716,1137.353,40.07393,00:00:17.0459275
2316.811,1394.891,41.38972,00:00:17.1710433
1862.009,1967.274,42.7166,00:00:17.3041636
1847.994,1955.471,48.93062,00:00:17.9257326
2511.221,1193.401,51.77267,00:00:18.2109945
1522.457,1962.526,52.73734,00:00:18.3230947
762.5466,2380.751,58.27209,00:00:18.8636108
2306.185,1410.792,59.1888,00:00:18.9526937
741.058,2404.867,0.9948883,00:00:19.1349643
1145.734,1963.707,2.746109,00:00:19.3080232
2012.464,1495.679,4.274506,00:00:19.4635338
1181.776,2002.686,5.743713,00:00:19.6075829
696.016,2350.64,9.991608,00:00:20.0332566
2107.187,697.1922,17.63866,00:00:20.8086458
569.29,2453.242,18.86696,00:00:20.9287570
563.5262,2448.328,19.68735,00:00:21.0068289
2189.869,703.1967,23.97125,00:00:21.4327246
779.4449,2097.541,38.09686,00:00:22.8467099
2516.002,1179.695,42.71823,00:00:23.3101474
2365.995,151.8809,45.86966,00:00:23.6234333
1022.618,1985.259,47.14767,00:00:23.7505499
1623.209,1638.831,47.27647,00:00:23.7645622
2365.49,138.4093,49.17284,00:00:23.9523190
1196.547,2007.991,50.72252,00:00:24.1078340
820.0981,2063.626,53.19102,00:00:24.3560658
1296.804,1599.911,53.19102,00:00:24.3570663
2096.346,689.4365,55.25963,00:00:24.5643883
831.3576,2018.047,58.10306,00:00:24.8466439
2438.621,93.15449,3.08783,00:00:25.3538525
1499.19,1969.912,4.102829,00:00:25.4559598
1001.302,1989.572,4.102829,00:00:25.4569603
1507.442,1966.771,5.774887,00:00:25.6131032
2187.659,807.3368,5.774887,00:00:25.6141046
2181.523,784.0445,9.701569,00:00:26.0094657
287.889,1980.884,12.37152,00:00:26.2727052
2012.757,782.3519,12.4917,00:00:26.2897206
2024.701,782.0665,13.95512,00:00:26.4296968
2277.581,223.8689,15.0905,00:00:26.5453189
617.9216,801.9045,15.90784,00:00:26.6281220
2120.905,691.08,16.59219,00:00:26.6931858
632.1219,824.3173,17.67148,00:00:26.8085916
732.1412,2372.84,19.7905,00:00:27.0182890
1557.084,1295.52,24.78629,00:00:27.5289734
1886.163,149.6615,30.71021,00:00:28.1075015
250.5445,1961.35,31.97711,00:00:28.2342970
1604.69,328.1519,37.27457,00:00:28.7641815
1662.94,1113.951,57.70755,00:00:30.8085166
1605.267,101.1111,0.7576904,00:00:31.1107509
1624.685,81.20063,4.352081,00:00:31.4690812
1620.685,80.41021,4.352081,00:00:31.4700790
1619.451,66.08465,6.957062,00:00:31.7300553
1618.729,64.87907,7.375671,00:00:31.7730939
1616.22,316.8396,16.58224,00:00:32.6942417
1648.264,81.9793,19.0575,00:00:32.9454672
1275.735,1602.547,46.96048,00:00:35.7374806
1005.93,1363.846,47.89392,00:00:35.8255615
625.0153,756.6665,50.37097,00:00:42.0749333
610.5278,1273.056,59.59567,00:00:42.9940078
1043.499,715.1728,35.875,00:00:46.6338278
402.7794,1149.979,46.54272,00:00:47.6893641
355.2447,730.5006,6.989166,00:00:49.7345480
1004.663,692.2443,11.90723,00:00:50.2280499
98.68671,1071.774,28.69543,00:00:51.9075201
1040.368,649.3096,38.74261,00:00:52.9102036
493.2084,74.86709,46.12134,00:00:59.6507540
11.37598,283.9524,49.99622,00:01:00.0341499
63.9281,650.9554,51.85236,00:01:06.2294540
60.66879,641.7672,53.44678,00:01:06.3931357
