x-Cordinates, y-Cordinates, time left, found_time
226.4392,422.809,53.23893,00:00:05.3277635
232.7769,434.2633,54.25274,00:00:05.4298851
521.0629,29.15427,4.24865,00:00:06.4290798
524.0246,29.35815,4.429085,00:00:06.4471014
531.0842,19.12889,4.854904,00:00:06.4901537
541.3899,22.14706,6.036438,00:00:06.6112976
540.0125,30.18622,6.231323,00:00:06.6313217
346.1724,135.1072,14.02716,00:00:07.4082514
349.8369,125.0313,14.42081,00:00:07.4472999
359.1033,134.1379,15.39198,00:00:07.5474199
259.2757,397.2126,20.63655,00:00:08.0690167
509.8382,52.07207,21.05189,00:00:08.1100656
505.129,55.69644,21.46595,00:00:08.1561224
262.1682,408.6388,22.24672,00:00:08.2302097
542.4193,43.4122,23.43108,00:00:08.3483521
536.425,65.37809,24.20705,00:00:08.4305726
548.1831,54.23294,24.20705,00:00:08.4305726
374.3238,160.6674,24.41463,00:00:08.4505951
663.4225,427.5812,36.85478,00:00:09.6918961
319.1834,903.5582,38.64855,00:00:09.8701056
687.6519,434.0048,39.63773,00:00:09.9702247
287.1283,424.9472,39.63773,00:00:09.9702247
287.0204,422.7971,39.63773,00:00:09.9712255
286.2187,415.1739,39.85841,00:00:09.9922524
328.5392,909.5102,40.03131,00:00:10.0092711
283.6228,424.2747,40.03131,00:00:10.0102734
694.5941,437.8489,40.23217,00:00:10.0292957
282.1503,429.1775,40.23217,00:00:10.0302971
386.6758,863.6795,40.46023,00:00:10.0523240
277.9215,416.2138,40.6424,00:00:10.0703474
275.0057,416.3127,40.82691,00:00:10.0893676
336.1324,916.1659,41.22651,00:00:10.1284146
338.2148,921.3633,42.05743,00:00:10.2115139
896.4863,49.88727,42.05743,00:00:10.2125153
259.9094,418.3239,42.46722,00:00:10.2565672
259.5818,425.4627,42.55399,00:00:10.2685812
-0.4264918,942.6291,43.02319,00:00:10.3106319
904.6946,48.04022,43.1922,00:00:10.3286528
255.893,427.2115,43.1922,00:00:10.3296545
249.8558,422.2087,43.74414,00:00:10.3917289
-4.561742,954.0962,44.2124,00:00:10.4307777
245.8442,430.6346,44.648,00:00:10.4728268
234.3475,425.206,45.77943,00:00:10.5889656
326.8922,920.5022,52.42861,00:00:11.2497574
329.9548,924.6161,52.82349,00:00:11.2888035
331.6474,924.3495,52.82349,00:00:11.2888035
338.4763,927.0537,53.23341,00:00:11.3298543
333.8652,929.0943,53.46636,00:00:11.3538821
328.8003,936.54,54.22195,00:00:11.4309726
331.4535,940.7164,54.61527,00:00:11.4680199
332.397,942.7847,54.84608,00:00:11.4940472
321.0583,940.2566,59.46467,00:00:11.9525969
514.6417,60.64636,0.6468811,00:00:12.0727406
316.5917,924.3052,2.838585,00:00:12.2940054
320.268,910.9645,7.007111,00:00:12.7087246
339.1736,169.4632,15.82353,00:00:13.5900923
354.9747,171.2883,16.23247,00:00:13.6341442
938.3779,72.978,16.64131,00:00:13.6721907
3.010021,932.8478,16.83191,00:00:13.6902108
936.2063,64.89824,17.02159,00:00:13.7102358
931.6539,57.15794,17.84331,00:00:13.7932630
928.7675,60.51508,18.04541,00:00:13.8112851
12.23381,922.0139,18.23071,00:00:13.8303048
11.30935,918.8011,18.23071,00:00:13.8313035
16.96604,929.9389,18.23071,00:00:13.8313035
924.775,63.12982,18.41409,00:00:13.8493256
926.0457,52.21778,18.6508,00:00:13.8723530
15.78984,916.0397,18.84042,00:00:13.8913760
920.6322,59.77044,18.84042,00:00:13.8923771
921.9861,54.0113,18.84042,00:00:13.8923771
757.7751,486.3451,18.84042,00:00:13.8933779
918.6794,60.26725,19.04204,00:00:13.9113994
752.5154,489.4366,19.4344,00:00:13.9524480
753.2799,474.9933,19.64896,00:00:13.9734747
906.2642,36.40814,21.43768,00:00:14.1556916
692.5674,421.7205,22.25157,00:00:14.2361313
903.0421,29.32353,22.34233,00:00:14.2561535
448.9781,863.768,23.06604,00:00:14.3192293
764.1667,495.9914,27.06268,00:00:14.7167048
661.5657,471.1046,37.0351,00:00:15.7118963
8.207931,955.4282,46.84686,00:00:16.6940890
8.358198,942.2073,48.03564,00:00:16.8120913
15.28725,951.605,48.03564,00:00:16.8130921
21.77359,936.0977,49.64291,00:00:38.0714892
27.64291,931.6103,50.44864,00:00:38.1562857
936.4163,97.80989,23.61826,00:00:41.4712530
236.0191,443.6358,27.81653,00:00:41.8907551
11.7503,1016.197,42.4362,00:00:43.3525132
844.3722,516.6151,58.99052,00:00:45.0114616
928.6992,98.3077,18.02762,00:00:46.9147389
916.1839,94.62332,18.02762,00:00:46.9147389
250.1026,431.3844,18.81039,00:00:46.9918316
404.576,902.5095,26.41806,00:00:47.7527434
423.9038,887.355,30.22479,00:00:48.1331996
437.562,870.0919,32.98184,00:00:48.4145411
19.1548,955.4647,49.05902,00:00:50.0168765
8.869053,970.1934,51.22107,00:00:50.2341360
