x-Cordinates, y-Cordinates, time left, found_time
62.55024,5.057547,6.091164,00:00:00.6102857
562.0383,-33.83351,0.08525085,00:00:06.6657271
566.1131,209.6561,6.868431,00:00:13.3468363
615.0874,209.9935,12.10518,00:00:13.8695314
616.5743,194.053,12.65601,00:00:13.9235813
862.6448,-121.8185,19.04274,00:00:14.5639544
229.105,163.2156,57.50166,00:00:18.4148997
332.6834,173.4108,25.24554,00:00:21.1849897
853.6096,-67.98211,20.58426,00:00:26.7260494
210.5923,60.39554,35.88058,00:00:28.2720171
473.8731,-175.2242,28.08777,00:00:33.4808823
706.0912,112.8093,31.74448,00:00:39.8462455
852.1691,197.0432,48.76459,00:00:41.5458388
534.3918,-133.0245,14.2771,00:00:50.1036124
586.554,-140.3179,19.16672,00:00:50.5907291
431.2859,-177.076,25.64423,00:00:51.2383205
818.8835,-151.9906,42.07672,00:00:52.9005274
584.6173,-299.6161,5.202698,00:00:55.1926249
1052.444,67.27978,11.04437,00:00:55.7751525
1131.493,127.0548,20.73499,00:00:56.7521630
890.5531,207.5418,11.43134,00:01:19.8154266
621.8176,-163.9741,17.48669,00:01:32.4223090
522.9521,-212.9038,56.18591,00:01:36.2912816
363.5573,49.18333,50.71509,00:01:59.7470463
