x-Cordinates, y-Cordinates, time left, found_time
62.55024,5.057547,6.023465,00:00:00.6082227
562.0383,-33.83351,0.07637405,00:00:06.0119158
566.1313,209.6601,6.642982,00:00:12.6720588
615.0874,209.9935,12.06502,00:00:13.2144105
616.5743,194.053,12.64159,00:00:13.2711367
862.6448,-121.8185,19.04578,00:00:13.9107343
229.049,163.189,58.16275,00:00:17.8302418
475.8281,-167.44,12.27573,00:00:25.2370808
210.4773,60.47225,37.80542,00:00:27.7890467
517.136,-142.327,49.86227,00:00:47.0133467
544.7097,-184.8138,54.54456,00:00:47.4708016
301.2534,86.66179,2.86908,00:00:54.2950617
583.0307,-299.6648,13.35468,00:01:38.0340033
930.9078,176.0561,13.6405,00:01:56.0829426
1131.913,129.9628,21.35156,00:01:56.8376294
921.2151,135.9237,34.75269,00:01:58.1775452
733.2501,137.1012,53.56042,00:02:00.0526775
587.8347,-160.0937,1.782227,00:02:00.8771957
391.1563,-359.2269,29.8147,00:02:03.6745805
369.8237,84.27628,56.56152,00:02:06.3516196
322.1276,208.6269,29.59033,00:02:09.6561858
592.9033,-130.0333,58.21826,00:02:24.5152527
1053.099,84.26223,2.351563,00:02:24.9306319
856.7543,-81.40429,4.228027,00:02:31.1235573
857.6295,193.9973,38.9668,00:02:52.5916049
