x-Cordinates, y-Cordinates, time left, found_time
447.448,464.7697,5.279396,00:00:07.0467510
459.6916,471.0869,6.268524,00:00:07.1447335
1654.825,1100.825,31.03923,00:00:21.6243355
1664.48,1090.028,31.67683,00:00:21.6861090
1664.302,1114.134,32.67293,00:00:21.7851995
1553.056,1309.628,49.86749,00:00:23.5053647
1550.017,1314.36,50.46599,00:00:23.5654196
565.8387,2441.531,34.64511,00:00:27.9857943
590.9886,2433.862,36.03912,00:00:28.1249216
763.5223,2375.975,37.89407,00:00:28.3090945
1851.064,1936.313,40.88519,00:00:28.6183691
1505.526,1975.6,42.08731,00:00:28.7284708
2013.867,1493.46,42.47812,00:00:28.7685072
1502.851,1990.233,43.48062,00:00:28.8675996
571.9998,2460.612,44.48248,00:00:28.9676916
2315.128,1394.189,44.82159,00:00:29.0057291
1860.17,1966.863,47.89044,00:00:29.3078663
713.3046,2333.597,52.4917,00:00:29.7698927
2310.376,1414.852,53.88168,00:00:29.9070174
1593.002,2476.37,2.682831,00:00:30.7875126
2440.52,93.1575,12.83188,00:00:31.8057177
726.2962,2424.276,16.28085,00:00:32.1480329
727.9904,2387.151,20.66064,00:00:32.5869290
1584.755,2484.014,24.09601,00:00:32.9286018
747.7559,2110.41,32.84488,00:00:33.8041169
2503.496,1176.033,44.85934,00:00:35.0046744
2520.229,1175.844,47.26413,00:00:35.2454453
784.4767,2103.893,59.29102,00:00:36.4496166
1521.219,1964.948,59.87915,00:00:36.5076693
2366.226,136.0041,27.25793,00:00:39.2452565
2371.921,147.6415,28.64691,00:00:39.3840220
1620.811,1643.313,40.06046,00:00:40.5268936
2181.99,784.5975,3.080872,00:00:42.8273933
2258.125,239.453,3.890594,00:00:42.9094669
1382.83,1870.24,18.24789,00:00:44.3458508
826.5699,2057.646,29.4462,00:00:45.4641554
1295.937,1598.845,29.4462,00:00:45.4641554
1377.316,1861.32,31.26923,00:00:45.6465897
1362.204,1863.773,33.68863,00:00:45.8883283
2197.483,785.3719,47.47861,00:00:47.2675612
2210.14,715.5153,53.48593,00:00:47.8702229
1177.499,2041.059,54.07541,00:00:47.9288105
1172.102,2015.966,20.67242,00:00:50.5868594
259.9491,1995.701,22.68036,00:00:50.7880445
827.413,2009.725,23.84677,00:00:50.9051531
2104.898,694.5657,43.2677,00:00:52.8471968
2108.985,700.5188,43.89459,00:00:52.9095091
2104.938,686.0104,44.07245,00:00:52.9265233
1251.476,1596.199,57.09436,00:00:54.2292837
2024.585,777.7797,2.46759,00:00:54.7663954
1945.403,100.391,7.672913,00:00:55.2871367
1019.786,1978.755,8.257263,00:00:55.3452813
1017.972,1983.032,15.47595,00:00:56.0681612
1167.297,1977.062,28.66431,00:00:57.3865739
1672.642,1102.448,30.26117,00:00:57.5460513
1668.553,1090.749,35.68201,00:00:58.0876554
536.6625,1454.522,6.459229,00:01:01.1667907
540.4111,1429.084,11.68927,00:01:01.6883750
1005.427,1361.113,15.85822,00:01:02.1052615
546.1115,1419.136,18.8667,00:01:02.4069427
1095.167,1048.151,50.03125,00:01:05.5252847
1902.97,151.3744,59.07452,00:01:06.4276347
1624.4,78.10645,59.44464,00:01:06.4646689
1624.368,67.27319,59.68829,00:01:06.4886904
1613.735,95.91234,11.24432,00:01:07.6481181
1606.268,95.49767,12.06696,00:01:07.7301951
1453.328,842.5786,13.21423,00:01:07.8493020
1620.291,104.5722,13.44,00:01:07.8644848
1040.466,652.9505,48.47876,00:01:11.3678393
1062.082,673.6784,54.6781,00:01:11.9886582
1619.087,311.6743,17.64459,00:01:14.2839427
1042.482,715.2632,32.42993,00:01:15.7672414
565.4866,1249.051,40.44965,00:01:16.5659313
652.4271,790.0687,45.68018,00:01:17.0879671
699.0532,876.276,51.24976,00:01:17.6454879
447.1147,1144.398,58.06519,00:01:18.3276099
596.2563,777.4174,59.24231,00:01:18.4447182
404.4413,1153.698,3.867859,00:01:18.9069638
602.7664,809.2025,9.48291,00:01:19.4695459
1588.52,338.0425,20.4826,00:01:20.5701864
113.7696,1077.003,43.65295,00:01:22.8860387
315.2413,725.5549,48.26172,00:01:29.3482840
405.197,507.3483,0.2694702,00:01:30.5465983
39.64393,642.6729,2.677246,00:01:30.7886507
370.9314,465.9658,11.67957,00:01:31.6929704
379.9983,483.1736,45.2392,00:01:35.0457134
547.0977,91.1358,23.68762,00:01:44.8922557
13.2239,257.8462,38.67322,00:01:46.3889171
14.64191,267.6564,40.09607,00:01:46.5358745
