x-Cordinates, y-Cordinates, time left, found_time
226.2767,422.9628,52.52184,00:00:05.2554649
232.7769,434.2633,54.31979,00:00:05.4356384
522.5164,29.40613,4.35331,00:00:06.4394889
524.1052,29.66246,4.548935,00:00:06.4595076
529.4335,18.68392,4.548935,00:00:06.4605093
541.8351,22.3698,5.944336,00:00:06.5991104
539.8841,30.2538,6.155052,00:00:06.6201314
347.6893,160.4359,15.26716,00:00:07.5340998
345.6895,132.7483,24.54086,00:00:08.4584314
352.1062,127.1543,25.23621,00:00:08.5394810
663.1462,426.8463,36.89142,00:00:09.6945749
320.7112,900.5587,38.53979,00:00:09.8588110
688.0547,434.3927,39.70119,00:00:09.9769242
326.7426,910.2203,40.12849,00:00:10.0179657
696.7034,434.7306,40.74085,00:00:10.0800255
693.1961,456.4017,40.74085,00:00:10.0800255
341.31,894.0047,40.92465,00:00:10.0970409
328.4919,915.2108,41.31146,00:00:10.1370806
894.657,56.25398,42.15305,00:00:10.2211807
332.8495,924.3403,43.45699,00:00:10.3573147
328.8451,926.4478,43.89178,00:00:10.4013555
329.141,927.4052,44.02521,00:00:10.4273815
330.6398,928.537,44.02521,00:00:10.4283823
332.7524,929.9183,44.29011,00:00:10.4423964
317.4321,919.8615,44.83521,00:00:10.4984506
326.1838,935.6873,45.26355,00:00:10.5394924
328.1352,937.2715,45.41174,00:00:10.5545046
331.6155,940.8226,45.72794,00:00:10.5830392
315.8284,931.8906,45.84156,00:00:10.5990556
332.3631,943.0068,46.14703,00:00:10.6250804
755.4061,482.6021,47.90368,00:00:10.7974232
749.1668,488.6137,48.68719,00:00:10.8775002
762.3108,490.1184,53.48452,00:00:11.3549654
760.4991,505.293,53.75388,00:00:11.3819657
389.799,888.6843,54.7455,00:00:11.4810662
390.1303,881.8878,55.28681,00:00:11.5351194
416.6839,880.9716,57.53146,00:00:11.7594346
257.1108,388.7841,59.74515,00:00:11.9872880
448.159,864.3701,1.311005,00:00:12.1384360
370.2917,166.3483,5.32885,00:00:12.5396960
4.329372,991.0602,8.926849,00:00:12.8990468
361.0252,131.0002,13.94194,00:00:13.4075414
902.4783,59.11166,14.72937,00:00:13.4846152
518.5024,52.04889,15.03471,00:00:13.5176470
914.382,62.48521,16.94316,00:00:13.7083856
916.5014,65.14304,17.26317,00:00:13.7414183
922.1666,61.63028,17.90602,00:00:13.7984732
923.0151,61.05246,17.90602,00:00:13.7994740
294.568,422.8002,17.90602,00:00:13.7994740
927.0601,45.08859,18.48775,00:00:13.8571108
285.6865,421.6949,18.94064,00:00:13.9031551
282.7396,420.7026,19.28702,00:00:13.9381896
288.3377,416.0181,19.51547,00:00:13.9602121
279.3943,425.0951,19.51547,00:00:13.9612114
938.0941,62.25208,19.74454,00:00:13.9832333
278.9575,422.5208,19.74454,00:00:13.9832333
944.2434,46.52511,20.31049,00:00:14.0393743
273.3674,419.4779,20.52815,00:00:14.0613095
8.054362,918.2104,21.07837,00:00:14.1153656
511.5922,57.28427,21.49861,00:00:14.1594371
258.2648,432.1999,21.90761,00:00:14.1984465
245.1311,433.0404,23.28479,00:00:14.3355807
897.4821,36.92086,23.47842,00:00:14.3545982
832.8896,517.7996,24.55331,00:00:14.4631674
507.8426,58.85452,25.06352,00:00:14.5155679
932.1121,74.76949,26.0717,00:00:14.6156629
927.7468,77.15396,26.69284,00:00:14.6767227
0.9667975,932.603,28.51515,00:00:14.8601553
916.3903,92.09517,28.51515,00:00:14.8611555
442.9415,880.4353,29.52693,00:00:14.9632650
4.294141,939.2596,29.64006,00:00:14.9782802
3.350166,945.8057,30.28154,00:00:15.0373831
7.278506,957.5051,31.69136,00:00:15.1764634
22.37551,965.413,33.44009,00:00:15.3586104
22.67251,969.7698,33.9021,00:00:15.3986489
537.5485,39.03006,38.28209,00:00:15.8358563
378.333,172.1972,40.52896,00:00:16.0608707
253.194,429.8558,40.71838,00:00:16.0798911
15.615,922.8258,40.71838,00:00:16.0808893
16.94112,927.3652,40.92902,00:00:16.1009104
14.71468,926.8591,41.12617,00:00:16.1199293
967.0059,102.763,41.51656,00:00:16.1599694
248.9123,423.598,41.51656,00:00:16.1612892
9.02451,930.9894,41.72891,00:00:16.1809883
15.27004,935.8213,41.72891,00:00:16.1809883
247.5271,418.3361,41.92638,00:00:16.2007590
238.6036,420.903,42.52005,00:00:16.2598536
698.0679,441.001,45.45567,00:00:16.5606538
903.0583,29.27518,10.13255,00:00:19.0211050
246.4744,402.0175,11.3185,00:00:19.1399233
907.1566,37.69876,11.3185,00:00:19.1409242
261.9404,404.3123,12.69043,00:00:19.2760835
268.8253,422.585,13.27502,00:00:19.3361060
26.48086,946.7457,15.0946,00:00:19.5250917
25.71897,940.4264,15.95198,00:00:19.6111757
547.1304,71.26014,53.7442,00:00:23.3837584
556.931,45.9291,11.26767,00:00:25.1353695
