x-Cordinates, y-Cordinates, time left, found_time
447.4251,464.7544,5.195686,00:00:06.5295358
459.7974,471.0064,6.560524,00:00:06.6636605
9.333033,276.0452,48.97119,00:00:10.9047109
521.4872,44.2636,49.36073,00:00:10.9437414
72.82233,633.2345,17.67921,00:00:13.7823404
618.5231,768.3868,23.95728,00:00:14.4031111
619.4138,795.7555,32.38307,00:00:15.2448863
634.653,807.1349,43.77948,00:00:16.3859375
8.196555,256.338,3.60788,00:00:18.3700518
11.98281,270.6505,25.30304,00:00:20.5431003
404.6021,1154.47,26.60506,00:00:20.6692124
1655.001,1100.819,31.0166,00:00:21.1106203
1664.459,1090.063,31.43483,00:00:21.1676713
1664.161,1114.168,32.62088,00:00:21.2757732
429.5684,1126.58,32.62088,00:00:21.2767725
1671.08,1091.154,32.76923,00:00:21.2967907
440.0552,1133.102,33.90828,00:00:21.4169012
1553.086,1309.502,49.7238,00:00:22.9919606
1550.062,1314.37,50.50107,00:00:23.0670303
554.1163,1417.816,4.776993,00:00:24.4873360
1259.519,1601.077,15.57631,00:00:25.5673305
565.8394,2441.525,34.9733,00:00:27.5070720
591.0449,2433.755,36.41565,00:00:27.6502032
763.5887,2376.107,37.96875,00:00:27.8053460
571.7119,2460.373,40.21732,00:00:28.0305541
2363.894,132.5332,40.3172,00:00:28.0435647
1850.959,1936.475,41.35468,00:00:28.1446584
2368.045,152.3971,42.55203,00:00:28.2647000
2440.819,92.56319,43.37006,00:00:28.3547831
2013.763,1493.465,43.79898,00:00:28.4028264
1522.977,1961.226,44.87317,00:00:28.5049213
2315.088,1393.801,45.25403,00:00:28.5419555
1379.165,1869.094,47.78821,00:00:28.7903921
1505.114,1973.976,48.98492,00:00:28.9075020
730.1039,2389.031,50.06412,00:00:29.0246079
2197.687,708.3806,50.99457,00:00:29.1096930
698.1354,855.781,54.16501,00:00:29.4319885
1621.065,1650.231,54.91632,00:00:29.5020537
97.16943,1034.1,56.00006,00:00:29.6091527
783.1255,2100.215,58.5845,00:00:29.8673899
1465.243,832.3607,1.930023,00:00:30.2167115
1590.933,2474.383,3.032806,00:00:30.3218073
748.6223,2111.821,3.42981,00:00:30.3578404
1593.463,2476.506,3.584625,00:00:30.3808614
1517.288,1319.986,3.820557,00:00:30.3988783
1000.233,1984.603,3.999176,00:00:30.4198979
2181.382,784.5298,4.205231,00:00:30.4399161
1022.383,1981.144,4.640106,00:00:30.4879603
603.8702,1234.849,5.112549,00:00:30.5269965
2262.381,223.8862,5.737579,00:00:30.5870515
1296.243,1600.069,6.916534,00:00:30.7048947
1043.088,650.1119,8.725983,00:00:30.8910639
1859.865,1966.599,9.415497,00:00:30.9521239
239.5923,1945.388,9.831726,00:00:30.9931596
95.51926,1075.975,10.20721,00:00:31.0311941
1038.169,674.8452,11.53482,00:00:31.1653170
829.2505,2016.137,12.7915,00:00:31.2884658
2010.676,770.8635,12.7915,00:00:31.2894304
1379.104,1859.731,13.2233,00:00:31.3324708
1597.234,115.9689,13.71051,00:00:31.3825170
2122.701,681.1766,13.97745,00:00:31.4075402
1607.617,319.2298,14.61319,00:00:31.4705988
1616.935,316.1999,15.38977,00:00:31.5486703
1903.413,142.5781,15.76984,00:00:31.5867051
1107.959,1055.161,16.12497,00:00:31.6247402
252.9695,1990.974,16.4014,00:00:31.6497637
564.1572,1440.434,16.79852,00:00:31.6907998
2029.484,786.2305,16.91647,00:00:31.7038138
1620.44,64.88903,16.91647,00:00:31.7048131
1000.853,1364.44,20.6933,00:00:32.0891664
1624.47,80.00261,20.6933,00:00:32.0901675
1625.781,78.25499,21.80103,00:00:32.2032719
2112.098,705.751,22.58304,00:00:32.2753385
1630.75,87.29048,22.58304,00:00:32.2763385
1672.688,1093.748,22.7662,00:00:32.2953565
2108.671,701.777,22.9668,00:00:32.3153750
291.7538,1987.686,23.38718,00:00:32.3522788
824.4509,2043.605,23.98972,00:00:32.4103343
1152.696,1988.646,44.70514,00:00:34.4841715
2308.109,1411.859,46.01395,00:00:34.6122885
1496.17,1988.397,52.80673,00:00:35.2899123
1180.796,2023.062,4.740784,00:00:36.4860120
1178.371,2024.038,5.115051,00:00:36.5230460
2516.495,1193.034,6.821808,00:00:36.6972059
711.025,2340.396,23.3356,00:00:38.3458423
1603.189,2428.35,26.33182,00:00:38.6455343
375.3435,700.283,46.00882,00:00:40.6111203
55.54797,646.5026,56.7565,00:00:41.6881112
1043.7,730.2187,39.20242,00:00:45.9299555
372.2587,492.5113,50.84659,00:00:47.1185570
381.0216,476.0244,1.997589,00:00:48.2093805
374.9971,459.2395,34.01349,00:00:51.9340211
